Geo_GEOID,Geo_NAME,SE_T001_001,SE_T002_001,SE_T002_002,SE_T003_001,SE_T003_002,SE_T003_003,SE_T150_002,SE_T150_008,SE_T027_008,SE_T030_002,SE_T037_003,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_009,SE_T049_011,SE_T049_012,SE_T053_003,SE_T053_004,SE_T053_006,SE_T056_002,SE_T056_017,SE_T080_002,SE_T108_002,SE_T114_002,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T129_009,SE_T145_002,SE_T131_002,B07003013,B07003016,B10063002
05000US13235,"Pulaski County, Georgia",11460,11460,46.01304,251.2066,249.0598,2.1468,1638,70,0,18,235,210,497,73,303,80,163,840,506,858,310,0,591,16,104,1134,874,0,0,0,249,5,1622,825,133,31,182
05000US13237,"Putnam County, Georgia",21259,21259,61.68322,360.6865,344.648,16.03848,2459,85,35,212,809,565,1011,246,956,921,523,1557,1079,1817,999,0,656,222,198,3698,1071,23,4,0,92,340,3422,1782,322,148,231
05000US13239,"Quitman County, Georgia",2095,2095,13.85239,160.565,151.2374,9.32757,364,0,0,5,149,19,131,8,135,80,44,84,29,164,40,0,131,6,32,306,197,0,11,0,4,9,373,227,134,0,54
05000US13241,"Rabun County, Georgia",16312,16312,44.07092,377.0194,370.1307,6.888715,1760,295,124,51,450,942,424,68,735,210,335,1384,779,849,899,3,824,180,139,2197,1023,80,13,0,149,115,3603,1262,292,25,233
05000US13243,"Randolph County, Georgia",7224,7224,16.8692,430.8732,428.2361,2.637094,1406,38,14,10,276,198,366,2,443,148,38,524,186,350,496,0,395,57,112,728,835,39,0,0,98,47,1414,403,55,0,142
05000US13245,"Richmond County, Georgia",201418,201418,621.0298,328.5925,324.3291,4.263425,21307,1696,721,987,10039,3987,6777,1260,10288,4176,2735,20314,9147,17030,3798,95,9131,1306,2088,23692,19028,1436,138,301,2862,930,29180,20497,9211,1158,4300
05000US13247,"Rockdale County, Georgia",87569,87569,674.5958,132.0978,129.8096,2.288194,7315,574,420,189,4301,2457,4260,840,4102,2792,2180,7947,3118,7377,3952,49,1744,639,655,14741,5914,804,24,83,339,1398,15118,6211,3216,286,1987
05000US13249,"Schley County, Georgia",5089,5089,30.49022,167.8235,166.906,0.9175282,632,27,22,3,301,112,329,82,197,127,72,529,63,480,114,0,266,36,51,676,437,7,11,3,27,38,991,324,30,0,143
05000US13251,"Screven County, Georgia",14114,14114,21.87875,655.8688,645.1008,10.768,1819,47,15,92,513,365,989,51,676,425,194,1182,325,948,619,13,687,108,50,1650,1188,32,10,0,146,269,2580,1039,39,40,247
05000US13253,"Seminole County, Georgia",8696,8696,36.96793,256.556,235.2309,21.32504,1089,48,28,30,282,139,377,123,326,87,141,678,217,467,319,9,400,42,47,1047,630,8,0,18,63,13,1589,615,69,0,184
05000US13255,"Spalding County, Georgia",64006,64006,326.7567,199.5905,195.8828,3.707731,8847,418,234,382,2725,1280,3636,801,3651,1917,1017,5133,2201,3787,1755,70,2456,396,411,8948,5440,103,31,37,304,683,10608,4353,614,82,1538
05000US13257,"Stephens County, Georgia",25584,25584,142.8226,184.1978,179.1314,5.066426,3235,75,25,101,1189,634,2244,422,1136,342,248,2572,731,1613,978,0,1140,150,404,3170,1366,0,12,0,205,236,4071,1875,251,136,706
05000US13259,"Stewart County, Georgia",5791,5791,12.62348,463.6131,458.7485,4.864604,1593,2,2,124,212,46,261,11,95,47,45,313,141,457,51,0,423,8,12,329,540,0,0,0,54,40,896,321,487,438,86
05000US13261,"Sumter County, Georgia",31070,31070,64.36792,492.6538,482.6938,9.959935,4299,339,106,9,1689,512,1655,317,965,435,511,3378,780,2630,1049,137,1779,179,318,3620,3981,36,12,0,389,228,4481,1867,319,61,627
05000US13263,"Talbot County, Georgia",6373,6373,16.28305,394.7621,391.3887,3.373409,1000,42,24,11,267,130,526,63,174,228,155,640,151,467,202,19,441,30,25,1045,334,3,4,0,37,104,888,510,11,0,204
05000US13265,"Taliaferro County, Georgia",1904,1904,9.783796,195.3472,194.6075,0.7396725,471,7,7,31,84,38,141,22,20,30,18,97,53,144,43,0,124,0,19,160,144,2,0,0,5,32,362,131,9,5,45
05000US13267,"Tattnall County, Georgia",25260,25260,52.67758,488.3488,479.5209,8.827847,4554,44,5,186,407,752,639,325,775,461,279,1494,348,1880,960,6,916,132,102,2524,2366,18,13,8,138,305,2970,1892,354,73,325
05000US13269,"Taylor County, Georgia",8354,8354,22.17764,379.6987,376.6857,3.013038,1366,11,6,52,623,228,351,102,292,190,117,750,176,693,287,0,506,68,73,889,689,3,0,0,4,131,1624,478,115,31,252
05000US13271,"Telfair County, Georgia",16405,16405,37.514,444.0088,437.3034,6.705408,3358,49,31,68,198,157,808,194,301,355,90,962,274,1169,328,0,628,14,10,1065,1356,0,0,16,60,67,2093,1158,53,72,158
05000US13273,"Terrell County, Georgia",9132,9132,27.22395,337.7032,335.4399,2.263252,1636,57,14,27,450,209,520,117,486,90,182,621,285,571,376,9,490,43,34,942,1323,7,10,24,84,98,1623,377,37,0,182
05000US13275,"Thomas County, Georgia",44977,44977,82.58698,552.2181,544.6016,7.616543,5504,506,232,99,1922,896,1960,544,1991,736,779,4951,1728,3519,1517,16,2032,429,279,5760,2788,90,49,237,206,192,7508,3333,1078,102,1048
05000US13277,"Tift County, Georgia",40691,40691,155.9784,268.7891,260.8759,7.913206,4814,370,105,87,890,992,1294,418,2165,1228,438,4382,1627,2535,1478,27,1935,403,235,4834,3996,10,0,66,334,375,8257,1816,359,96,619
05000US13279,"Toombs County, Georgia",27160,27160,74.6142,370.9919,364.0058,6.986077,3567,92,47,49,1259,1066,1224,316,1372,845,269,2145,431,1802,1072,0,1389,234,244,3078,2647,57,0,65,102,321,6028,1433,322,36,597
05000US13281,"Towns County, Georgia",10976,10976,65.9096,171.9272,166.5311,5.396101,861,109,36,24,385,369,198,129,437,119,315,1048,628,511,643,19,406,53,125,1684,342,0,0,2,132,61,1432,1203,407,64,94
05000US13283,"Treutlen County, Georgia",6711,6711,33.64993,202.4495,199.4358,3.013767,1047,38,26,38,183,333,287,47,405,169,108,532,244,551,176,0,243,49,46,690,434,0,0,0,0,85,1074,349,25,30,152
05000US13285,"Troup County, Georgia",69314,69314,167.4286,445.9619,413.9914,31.97055,7269,374,179,292,3549,1140,7752,600,3018,1516,1230,6420,2613,3986,1895,65,2667,698,457,8984,5342,424,46,10,339,648,9406,4621,1748,176,1451
05000US13287,"Turner County, Georgia",8151,8151,28.56061,289.9804,285.3931,4.587372,1350,14,0,14,300,265,246,96,456,90,76,823,81,816,167,0,524,23,32,981,882,47,2,0,5,9,1706,479,24,60,99
05000US13289,"Twiggs County, Georgia",8363,8363,23.33344,362.6342,358.4127,4.22156,1812,0,0,26,210,235,408,38,276,173,243,394,109,455,210,0,575,13,104,737,525,35,0,0,21,101,1236,501,19,0,223
05000US13291,"Union County, Georgia",22033,22033,68.43233,329.0231,321.9677,7.055463,1929,161,74,26,748,795,423,109,940,378,427,1993,662,1281,1214,0,730,116,89,3007,794,0,0,0,123,307,2671,2284,557,0,264
05000US13293,"Upson County, Georgia",26394,26394,81.60486,327.5537,323.4366,4.117115,3745,87,51,112,1400,574,1868,140,1084,452,545,2232,751,1912,760,0,1368,135,304,3600,2233,69,0,0,42,305,4176,1911,241,25,417
05000US13295,"Walker County, Georgia",68143,68143,152.6533,447.0363,446.3905,0.6458238,9613,267,110,177,2108,1812,5492,786,3261,1837,1536,5437,2158,3678,2648,21,2196,646,429,9368,3600,112,30,0,388,787,10236,4499,2405,38,1505
05000US13297,"Walton County, Georgia",87436,87436,268.4663,329.9999,325.6871,4.312811,7647,300,136,154,3253,3987,4801,1486,5514,2301,1955,7204,3041,6174,4163,89,2200,919,547,15019,4346,17,79,34,330,1243,11118,5591,1568,283,1649
05000US13299,"Ware County, Georgia",35671,35671,39.95009,907.9872,892.8892,15.09801,4355,150,43,161,787,985,1658,251,1604,960,581,3230,1121,2409,1388,0,1867,170,254,3871,3731,226,0,23,306,314,6026,2318,624,16,1030
05000US13301,"Warren County, Georgia",5504,5504,19.35987,286.6878,284.2994,2.388447,1024,5,0,42,300,102,616,42,286,83,39,435,74,316,215,0,344,19,35,667,453,15,0,0,24,54,930,251,10,0,159
05000US13303,"Washington County, Georgia",20680,20680,30.48105,684.3557,678.4543,5.901383,3022,13,13,41,915,417,846,144,970,703,401,1799,405,1476,588,28,913,105,161,2307,1824,88,0,50,75,211,2713,1189,75,78,743
05000US13305,"Wayne County, Georgia",30006,30006,46.75334,648.7961,641.7937,7.002406,3592,117,38,139,1466,902,1367,110,1338,469,345,2431,622,2021,1055,77,1146,137,167,3561,1763,72,0,17,88,302,5575,2324,932,135,503
05000US13307,"Webster County, Georgia",2672,2672,12.77747,210.2632,209.1181,1.145127,398,2,2,0,61,52,218,35,186,74,27,195,26,270,63,0,106,17,25,326,191,0,0,0,13,35,337,119,102,0,93
05000US13309,"Wheeler County, Georgia",7932,7932,26.84405,300.2683,295.4845,4.783888,1333,0,0,25,127,100,222,5,127,129,21,377,53,441,192,0,315,0,39,390,515,0,0,0,33,16,1044,481,3,0,139
05000US13311,"White County, Georgia",28140,28140,116.9105,242.2076,240.6969,1.510736,3031,158,120,48,564,828,1496,110,1773,499,444,2203,1442,1979,1144,27,981,169,257,4116,1881,40,16,0,213,345,3909,2322,226,0,433
05000US13313,"Whitfield County, Georgia",103653,103653,356.8554,291.0544,290.4622,0.5921857,20387,208,71,390,4858,2613,17868,1465,5116,1755,1382,5575,3122,4181,2923,0,2091,1010,505,12874,7894,351,39,119,494,338,21631,4152,2594,258,2273
05000US13315,"Wilcox County, Georgia",8884,8884,23.52103,382.1231,377.7045,4.418622,1436,25,23,65,215,216,202,101,233,174,59,537,73,797,308,4,355,7,27,876,464,8,0,0,38,121,1019,563,45,2,93
05000US13317,"Wilkes County, Georgia",9924,9924,21.13782,474.0943,469.4902,4.604179,1518,101,35,95,346,128,704,89,391,149,185,952,186,667,319,0,541,53,95,1191,989,27,0,0,111,183,1582,681,167,0,228
05000US13319,"Wilkinson County, Georgia",9312,9312,20.81753,451.9498,447.3153,4.634523,1113,13,7,7,269,274,500,5,321,192,205,695,160,551,237,7,368,12,38,928,713,5,4,10,43,73,984,483,21,12,167
05000US13321,"Worth County, Georgia",20988,20988,36.77545,574.7553,570.7068,4.048463,3225,43,38,53,778,727,1188,243,1025,553,380,1665,597,1678,768,0,851,139,191,2481,1298,0,0,0,50,208,4021,1499,282,11,444
05000US15001,"Hawaii County, Hawaii",193680,193680,48.07804,5086.166,4028.45,1057.715,11321,1981,809,410,6708,6806,1967,1734,10858,4250,4730,16437,13316,15742,13336,390,6201,2563,3118,26360,11283,1204,428,307,1810,2980,12724,15079,6549,1011,3850
05000US15003,"Honolulu County, Hawaii",986999,986999,1643.339,2166.222,600.6058,1565.616,60284,10111,4479,1358,24908,32426,15179,11266,53119,28797,32026,99518,66842,101523,40317,681,15338,25872,10270,117738,25528,43324,4336,5924,25376,13318,41974,79534,42057,12769,24592
05000US15005,"Kalawao County, Hawaii",91,91,7.588767,52.8273,11.99141,40.83589,8,2,0,0,0,0,0,0,9,16,0,11,11,47,5,0,9,0,2,0,0,0,0,6,35,0,6,6,2,1,0
05000US15007,"Kauai County, Hawaii",70447,70447,113.6454,1266.313,619.8841,646.4293,4008,591,230,217,1864,2597,735,513,3779,1986,2445,5510,7972,5559,4875,28,1211,1262,820,8621,1486,290,53,194,894,269,4674,4117,1500,552,1621
05000US15009,"Maui County, Hawaii",162456,162456,139.8637,2398.329,1161.531,1236.798,9322,1040,424,352,5288,6476,1983,1728,9923,4660,5749,14200,18415,12526,10947,416,2570,3512,1655,21080,4312,2070,435,738,2306,781,11320,9286,4395,1927,4418
05000US16001,"Ada County, Idaho",425798,425798,404.5513,1060.57,1052.519,8.051069,15326,4010,1526,702,11569,12768,18887,5416,25404,8978,14215,48537,18529,30946,23570,180,10239,7964,4539,80479,14565,1040,850,3509,3629,1979,44715,29723,16692,2082,3386
05000US16003,"Adams County, Idaho",3865,3865,2.836062,1369.508,1362.805,6.702703,303,8,0,32,183,146,105,1,172,57,92,322,188,356,358,3,145,1,63,675,146,12,9,0,46,34,702,518,108,0,27
05000US16005,"Bannock County, Idaho",83815,83815,75.34137,1148.034,1112.47,35.56427,4208,962,319,90,2814,1962,3037,744,4436,2201,2689,10451,3400,7547,3289,53,2710,585,1234,13545,4692,732,206,438,1474,805,9229,5187,2870,494,754
05000US16007,"Bear Lake County, Idaho",5928,5928,6.080198,1049.594,974.9683,74.62592,252,25,5,10,88,148,191,76,269,163,96,545,227,417,398,14,160,34,48,1019,363,10,0,26,78,141,587,359,199,4,53
05000US16009,"Benewah County, Idaho",9068,9068,11.67256,784.1913,776.8648,7.32654,858,30,7,43,409,154,534,59,257,275,88,867,350,772,393,9,256,51,118,1294,487,29,18,0,218,144,1560,1002,251,7,147
05000US16011,"Bingham County, Idaho",45261,45261,21.61609,2120.315,2093.857,26.45817,3817,84,9,103,1355,1533,1976,560,1699,928,666,4571,1157,3619,2101,81,1111,251,361,6300,2524,408,60,87,289,436,5943,2313,814,102,658
05000US16013,"Blaine County, Idaho",21427,21427,8.123554,2654.88,2637.638,17.24189,1500,278,81,48,451,1172,380,81,1178,393,855,1820,2219,1474,2598,36,335,588,129,3777,1272,188,0,160,486,218,3537,1370,781,77,235
05000US16015,"Boise County, Idaho",6891,6891,3.627684,1906.932,1899.559,7.372925,327,72,1,0,247,206,277,33,207,236,130,441,182,618,429,9,216,68,90,1455,262,22,46,0,161,163,850,882,200,26,59
05000US16017,"Bonner County, Idaho",41389,41389,23.88282,1918.133,1733.003,185.1298,2949,318,101,108,996,1428,2229,398,2196,1037,851,3243,1648,2089,2962,4,1430,399,373,7222,1701,74,43,242,398,456,6057,4382,1687,53,354
05000US16019,"Bonneville County, Idaho",108989,108989,58.40948,1900.29,1865.947,34.34268,5855,850,198,348,2366,3473,4631,1450,6161,2272,1843,10333,4463,7270,5158,164,1962,1335,1347,17810,5587,1307,104,322,796,969,12859,6290,3138,734,1197
05000US16021,"Boundary County, Idaho",11141,11141,8.781237,1278.056,1268.728,9.328489,819,35,7,97,157,119,552,47,474,135,147,780,285,622,590,28,593,152,201,1718,494,5,0,0,139,118,2381,1198,527,38,179
05000US16023,"Butte County, Idaho",2592,2592,1.159052,2238.341,2236.31,2.030135,176,5,5,23,70,56,10,16,102,100,42,205,59,278,147,0,101,38,24,442,100,14,7,3,41,43,348,282,68,2,34
05000US16025,"Camas County, Idaho",968,968,0.901107,1078.693,1074.234,4.458728,78,7,0,0,21,87,24,7,23,10,16,79,56,98,78,3,25,33,0,175,69,0,0,6,9,19,212,109,46,0,11
05000US16027,"Canyon County, Idaho",202782,202782,345.2213,603.6973,587.3971,16.3002,19503,828,212,502,7749,8026,9210,2498,10557,3960,4319,18653,7338,10258,8988,278,5170,803,2567,32411,14780,309,307,388,1283,860,33045,13447,6703,487,2928
05000US16029,"Caribou County, Idaho",6813,6813,3.862003,1798.546,1764.11,34.43511,347,74,20,4,77,353,435,106,310,90,79,609,177,512,395,35,126,65,76,1137,203,0,2,1,162,8,558,385,133,46,35
05000US16031,"Cassia County, Idaho",23441,23441,9.136623,2580.729,2565.609,15.11999,2485,49,4,88,465,405,1525,270,1030,550,248,1901,555,1224,1322,15,446,108,245,3274,1550,31,41,46,352,61,4236,1069,722,93,287
05000US16033,"Clark County, Idaho",960,960,0.5444709,1764.136,1763.18,0.9561643,166,0,0,0,21,3,2,0,28,0,0,55,57,89,33,3,17,0,0,86,115,0,0,0,43,0,321,27,49,0,4
05000US16035,"Clearwater County, Idaho",8528,8528,3.470629,2487.903,2457.191,30.71106,816,28,4,61,201,208,377,90,206,126,33,787,195,647,423,27,253,72,93,1284,205,9,5,0,134,210,998,1218,335,0,91
05000US16037,"Custer County, Idaho",4185,4185,0.8501615,4938.961,4922.594,16.36727,238,10,2,6,64,100,66,4,193,210,39,268,290,359,301,0,157,9,58,612,164,46,0,6,160,74,574,409,90,7,7
05000US16039,"Elmore County, Idaho",26103,26103,8.488821,3101.461,3074.985,26.47545,2170,71,17,88,811,601,985,102,1112,591,459,1862,885,2931,951,31,538,168,486,3575,1680,33,72,65,297,123,3133,4534,1641,723,307
05000US16041,"Franklin County, Idaho",13013,13013,19.62105,667.9086,663.2164,4.692187,758,49,0,9,220,325,1045,203,691,231,221,1125,267,650,794,17,137,43,159,2023,794,33,27,16,130,135,1681,593,879,64,134
05000US16043,"Fremont County, Idaho",12896,12896,6.919102,1895.985,1863.826,32.15944,1033,55,16,32,288,508,471,178,551,438,86,1124,303,1046,858,26,196,60,68,1979,595,31,0,11,89,297,1764,865,338,81,225
05000US16045,"Gem County, Idaho",16853,16853,30.10584,564.5926,559.7917,4.800856,1503,17,0,142,592,486,385,220,535,488,268,1569,455,1083,844,90,813,33,241,2797,1257,2,46,12,42,98,3079,1852,667,18,119
05000US16047,"Gooding County, Idaho",15157,15157,20.78341,734.1367,729.2837,4.853061,2263,18,0,53,309,422,866,127,372,503,228,1163,426,779,863,69,359,127,138,2052,986,5,17,2,144,171,3136,1079,208,27,248
05000US16049,"Idaho County, Idaho",16251,16251,1.916997,8503.345,8477.322,26.02204,1373,81,50,73,424,549,752,96,601,346,265,1077,566,1325,969,27,536,33,292,2510,595,26,0,36,537,140,2072,1779,463,20,120
05000US16051,"Jefferson County, Idaho",27096,27096,24.77326,1105.794,1093.76,12.03417,1940,55,13,200,576,1020,1160,374,1314,821,449,2284,462,1606,1521,46,252,232,245,4020,1306,212,37,51,287,320,3565,1405,814,82,269
05000US16053,"Jerome County, Idaho",22694,22694,38.00074,602.1776,597.1989,4.978639,3399,49,27,73,524,341,1321,211,1058,560,368,1436,643,876,1131,51,522,95,115,3164,1538,46,22,0,268,93,5244,1341,262,280,321
05000US16055,"Kootenai County, Idaho",147716,147716,119.361,1308.995,1237.557,71.43792,7656,881,317,305,5076,5703,5194,1720,9287,2688,3998,13690,7513,8023,8338,155,3037,1859,1765,27135,5969,231,100,375,1366,720,19535,12906,7504,259,1268
05000US16057,"Latah County, Idaho",38593,38593,35.87172,1076.777,1075.861,0.9151857,852,979,305,63,1579,840,1301,279,2214,386,720,7228,1857,5669,1918,28,1786,276,251,4875,1243,114,46,503,2468,208,3150,2277,3059,454,173
05000US16059,"Lemhi County, Idaho",7743,7743,1.696763,4568.785,4563.396,5.389213,506,40,13,7,191,283,259,56,474,130,124,566,154,589,514,20,419,22,78,1365,285,7,43,9,190,119,1168,845,408,13,33
05000US16061,"Lewis County, Idaho",3826,3826,7.989705,479.81,478.8662,0.9437596,286,5,2,33,106,115,127,36,152,62,43,366,133,414,251,9,134,20,74,586,179,3,9,4,122,40,661,431,59,4,52
05000US16063,"Lincoln County, Idaho",5292,5292,4.404844,1205.886,1201.405,4.481601,691,10,0,3,124,214,335,40,305,136,42,375,190,321,286,0,91,23,61,671,286,23,3,9,96,51,1284,340,93,31,59
05000US16065,"Madison County, Idaho",38114,38114,81.21317,473.3624,469.3081,4.054314,598,445,71,20,1733,862,768,393,2176,512,668,6164,1675,1826,1589,45,1525,154,264,3022,2280,86,168,598,1345,215,3154,962,5168,1035,133
05000US16067,"Minidoka County, Idaho",20331,20331,26.8504,762.573,757.1953,5.37776,2792,22,13,77,467,361,1593,593,880,613,260,1658,573,1260,820,11,500,147,151,2788,1596,8,12,1,144,77,4715,1040,499,174,259
05000US16069,"Nez Perce County, Idaho",39995,39995,47.14785,856.5349,848.289,8.245901,2335,166,62,179,1156,1154,2955,431,2429,723,1146,4410,1509,3024,2030,40,1205,240,680,7032,1434,99,107,86,560,214,4856,3467,1556,56,504
05000US16071,"Oneida County, Idaho",4269,4269,3.560934,1200.385,1198.843,1.54257,171,10,3,12,123,118,285,4,143,93,46,416,77,421,202,12,86,8,40,714,250,0,5,8,74,97,552,332,259,2,28
05000US16073,"Owyhee County, Idaho",11356,11356,1.481347,7696.826,7665.995,30.83107,1838,14,13,105,432,230,611,79,441,282,97,658,224,546,646,179,350,69,175,1344,1038,3,18,17,198,87,2927,713,546,18,86
05000US16075,"Payette County, Idaho",22773,22773,55.96753,410.3216,406.8966,3.425009,1908,138,5,265,836,548,1416,387,1370,405,346,2253,695,1400,1303,20,642,171,392,4114,1316,11,34,9,233,106,3799,1822,1462,66,381
05000US16077,"Power County, Idaho",7696,7696,5.482174,1442.13,1403.823,38.30693,951,29,16,8,219,233,457,55,294,296,109,599,114,661,311,20,73,40,137,1129,410,18,5,5,143,37,1107,519,75,45,124
05000US16079,"Shoshone County, Idaho",12551,12551,4.758495,2643.063,2637.599,5.464053,1313,65,54,59,597,520,321,71,877,111,131,1042,584,725,667,16,507,31,246,2085,650,24,0,3,310,96,1892,1361,364,37,136
05000US16081,"Teton County, Idaho",10437,10437,23.2356,450.2858,449.1815,1.104306,600,70,0,59,345,891,320,50,460,209,207,874,988,787,865,0,161,139,30,1723,538,47,0,75,118,91,1463,308,741,153,53
05000US16083,"Twin Falls County, Idaho",80955,80955,42.12537,1928.79,1921.763,7.026411,6752,300,77,223,1739,1993,3818,1312,5402,2202,1460,7994,3698,4361,4648,132,1956,552,819,12628,4593,167,152,333,801,575,11991,5580,2228,193,1132
05000US16085,"Valley County, Idaho",9897,9897,2.700248,3733.726,3665.218,68.50772,332,63,37,2,230,419,125,13,469,450,301,609,965,684,823,21,270,162,15,1700,249,34,5,6,413,101,1648,989,637,4,31
05000US16087,"Washington County, Idaho",10035,10035,6.907043,1473.404,1452.865,20.53889,1127,0,0,39,385,297,330,120,365,220,88,807,241,846,505,2,288,36,127,1460,498,3,42,3,163,129,1806,803,243,9,99
05000US17001,"Adams County, Illinois",66949,66949,78.2841,871.3386,855.2056,16.13303,3842,347,105,137,2195,1887,4977,1206,4544,1739,1985,8519,2281,3388,3147,43,1685,592,589,10785,2544,169,59,55,763,329,4458,4953,896,108,588
05000US17003,"Alexander County, Illinois",7051,7051,29.93786,252.6012,235.5211,17.08008,1201,7,0,0,305,82,245,104,341,168,125,534,282,408,149,2,437,12,209,516,883,23,4,0,44,62,845,519,164,13,53
05000US17005,"Bond County, Illinois",17137,17137,45.06425,382.7605,380.2792,2.481229,1444,108,19,52,469,463,1152,274,764,392,303,1778,577,876,707,18,587,119,202,2368,789,97,13,15,608,138,886,1399,319,30,216
05000US17007,"Boone County, Illinois",53656,53656,191.1265,282.0247,280.7355,1.289212,4813,291,115,79,2266,1645,5488,615,3089,1632,1302,4359,1801,2255,2387,3,848,782,437,10427,2218,56,55,98,251,894,4330,3314,622,192,988
05000US17009,"Brown County, Illinois",6836,6836,22.3686,307.2051,305.6069,1.598196,704,4,4,63,142,143,173,542,218,198,108,408,131,526,298,0,99,38,41,985,180,0,0,0,40,55,249,458,33,7,28
05000US17011,"Bureau County, Illinois",33822,33822,38.9191,873.5038,869.0334,4.470452,2206,145,55,178,1200,1036,2554,652,2309,974,659,3518,1193,1826,1675,46,749,348,228,5639,1639,123,21,39,349,421,2551,2507,309,18,391
